,question,golden_answer,answer,judge,model
3505,when did harvard become an ivy league school,1945,"Harvard University was founded in 1636 and is one of the oldest institutions of higher learning in the United States1. However, the term “Ivy League” was not created until the 1950s2. The Ivy League is an American collegiate athletic conference comprising eight private research universities in the Northeastern United States3.",False,newbing
3506,when does the call of the wild take place,1890s,"The Call of the Wild is set in the midst of theKlondike gold rushof the1890s1. During this time, more than 30,000 people traveled to the area near the convergence of the Klondike and Yukon rivers in Yukon territory, just east of what is today Alaska1.",True,newbing
3507,who were the first kings to issue coins bearing their names,the Indo-Greek kings,"The first kings to have minted coins bearing their names wereLycceius, Patraus, Audoleon, Monunios, Mytilus, Gentius and Ballaiosof Illyria1. The Indo-Greeks, who conquered the northwestern half of the Indian subcontinent in the 2nd century BC, were also among the first to issue coins with rulers’ names and images2.",True,newbing
3509,who played the colorado kid in rio bravo,Ricky Nelson,"The character Colorado Ryan, also known as the Colorado Kid, was played byRicky Nelsonin the 1959 movie Rio Bravo1.",True,newbing
3510,when did refrigerator perry play for the bears,1985–1993,"William Anthony Perry, nicknamed “the Refrigerator”, played for the Chicago Bears from1985 to 19931. He was selected by the Bears in the first round of the1985 NFL Draft1.",True,newbing
3511,what is the main character's name in layer cake,XXXX,"In the movie “Layer Cake”, Daniel Craig stars as a drug dealer whose name is not mentioned throughout the movie. He was even credited as “XXXX”1. The movie is based on a book of the same name and in it, the protagonist also has no name21.",True,newbing
3512,who played the original steve mcgarrett on hawaii five-o,John Joseph Patrick Ryan,"In the original “Hawaii Five-O” TV series that ran from 1968 to 1980, Steve McGarrett was portrayed by actor Jack Lord12.",True,newbing
3513,what year did return of the mack come out,18 March 1996,“Return of the Mack” is a song written and recorded by British R&B singer Mark Morrison. It was released as the third single from his debut album of the same name in 199612. It topped the UK Singles Chart a month after its release and became a hit in Europe and Australia1.,True,newbing
3515,who wrote the song if i were a boy,BC Jean and Toby Gad,The song “If I Were a Boy” was written by BC Jean and Toby Gad123. It was originally performed by BC Jean in 2008 but gained international attention when it was covered by Beyoncé on her third studio album “I Am… Sasha Fierce” (2008)3.,True,newbing
3516,when was the bridge over the hoover dam built,2010,"The bridge over the Hoover Dam is called the Mike O’Callaghan–Pat Tillman Memorial Bridge. Construction of the bridge approaches began in 2003 and construction of the bridge itself began in February 200512. The bridge was completed in 2010 and opened to vehicle traffic on October 19, 201032.",True,newbing
3517,who plays auggie in the movie the wonder,Jacob Tremblay,"In the movie “Wonder,” Auggie Pullman is played by Jacob Tremblay123.",True,newbing
3518,when was the japanese videogame company nintendo founded,23 September 1889,"Nintendo was founded on September 23, 1889 by Fusajiro Yamauchi as Nintendo Karuta12. It was originally based in Kyoto, Japan and produced handmade hanafuda playing cards12.",True,newbing
3519,when was half life 2 episode 2 released,in 2007,"Half-Life 2: Episode Two was released on October 10th, 200712. It is a first-person shooter game developed and published by Valve3.",True,newbing
3520,who proposed the virginia plan at the constitutional convention,Madison,"At the Constitutional Convention on May 29, 1787, Virginia delegate Edmund Randolph proposed what became known as ""The Virginia Plan""1. The plan was drafted by James Madison while he waited for a quorum to assemble at the Constitutional Convention of 17872.",True,newbing
3523,what was the population of the roman empire at its height,50 to 90 million inhabitants,"At the height of Roman power in the mid 2nd century AD, conservative opinion is that the Empire was comprised of some 65 million people1. There are many estimates of the population for the Roman Empire that range from 45 million to 120 million with 59–76 million as the most accepted range2.",True,newbing
3524,what does sip stand for in the ngn / ims context,Session Initiation Protocol,"In the context of NGN (Next Generation Network) and IMS (IP Multimedia Subsystem), SIP stands for Session Initiation Protocol12. It is a signaling protocol used for initiating, maintaining, modifying and terminating real-time communications sessions between Internet Protocol (IP) devices3.",True,newbing
3525,when was penicillin first introduced to the public,After World War II,Penicillin was discovered by Scottish physician Alexander Fleming in 19281. Australian pathologist Howard Florey and British biochemist Ernst Boris Chain isolated and purified penicillin in the late 1930s2. By 1941 an injectable form of the drug was available for therapeutic use2.,False,newbing
3526,what channel is celebrity big brother on in the usa,CBS,"In the United States, Celebrity Big Brother is broadcast on CBS1. You can also watch it on Amazon Prime1and Paramount+2.",True,newbing
3527,who overthrew the mongols and established the ming dynasty,Zhu Yuanzhang,"The Ming dynasty was founded by Zhu Yuanzhang, who later assumed the reign title of Hongwu1. He established the Ming Dynasty through a rebellion that defeated the Mongol-led Yuan Dynasty2. Zhu Yuanzhang was of humble origins and was the only emperor in China’s long history to have been born to a peasant family3.",True,newbing
3528,where does the grapes of wrath take place,Oklahoma,"The Grapes of Wrath takes place during America’s Great Depression, which lasted from the Stock Market Crash of October 1929 until World War II began 12 years later1. The novel opens on an Oklahoma landscape where the sun is severe and crops scarce2. The Joads’ hometown in The Grapes of Wrath is Sallisaw, which is in Sequoyah County, Oklahoma1.",True,newbing
3529,who wrote the declaration of man and citizen,General Lafayette,"The Marquis de Lafayette, with the help of Thomas Jefferson, composed a draft of the Declaration of the Rights of Man and of the Citizen1. It was presented to the National Assembly on July 11, 17891. A committee of some 40 deputies was appointed to decide on its final form1.",True,newbing
3530,when did the cowboys start playing on thanksgiving day,In 1966,The Dallas Cowboys first played on Thanksgiving Day in 19661. They beat the Cleveland Browns 26-14 at the Cotton Bowl1. General manager Tex Schramm wanted more national publicity for the Cowboys and thought that playing on Thanksgiving made perfect sense1.,True,newbing
3531,who was the author of the art of war,Sun Tzu,"The Art of War is a 5th-century BCE military treatise written by the Chinese strategist Sun-Tzu (also known as Sunzi or Sun Wu)1. However, some historians believe that there was no Sun Tzu and that The Art of War was written by multiple authors2.",True,newbing
